EBITDA_TO_Interest_Expense,Retained_Earnings_TO_Debt,EBIT_TO_Interest Expense,Debt_TO_EBITDA,Debt_TO_Capital,Asset_TO_Size,log10_Asset Size,EBITDA_Margin,Default_Flag
178.6363636,,1,,,2793000,6.446070936,1.517374517,0
-1.211252351,1.409578648,-3.550095955,-17.36787614,0.708977565,3313187,6.520245949,-0.055161069,0
1.549019608,,1,,,2566000,6.409256652,0.041382923,0
7.017241379,,7.017241379,,,3164000,6.500236475,0.259731972,0
,,,,,1186000,6.074084689,0.327160494,0
450.75,,450.75,,,1237000,6.0923697,0.439970717,0
2299,,2299,,,1732000,6.238547888,0.410755762,0
80.95454545,-0.222090261,57.22727273,0.472768108,-4.502673797,655000,5.8162413,0.704230921,0
44.42307692,-0.624803768,29.38461538,0.551515152,-1.600502513,239000,5.378397901,0.572916667,0
103,-0.644295302,66.27272727,0.657546337,-1.552083333,265000,5.423245874,0.503555556,0
10.59816384,0.04588189,13.89194915,4.231358699,0.353213408,492576,5.692473248,0.077787713,0
6.860495828,-0.011057296,1.27810793,2.547226767,0.861398619,701816,5.846223265,0.170838895,0
16.71149764,1.24025189,16.92953503,0.762639425,0.325367827,1195927,6.077704671,0.314721244,0
27.83302615,4.610657596,28.03242714,0.292030619,0.142281443,1401319,6.14653701,0.442690937,0
-0.578947368,,1,,,3534000,6.548266545,-0.003053435,0
7.678571429,,1,,,2975000,6.47348697,0.030780243,0
6.08,,1,,,2688000,6.429429264,0.028963415,0
1.931034483,,1,,,2991000,6.475816413,0.009895741,0
-3.16,,1,,,2528000,6.40277707,-0.017260214,0
119.25,1.151035323,65.25,1.721174004,0.868783069,1766000,6.246990699,0.252782194,0
,,,0,0,241000,5.382017043,0.621359223,0
,,,0,0,248000,5.394451681,0.820512821,0
,,,0,0,344000,5.536558443,0.641361257,0
3.451612903,,1,,,916000,5.961895474,0.168636722,0
9,,1,,,1251000,6.09725731,0.234527687,0
12.88235294,,1,,,1613000,6.207634367,0.159620991,0
75,,75,,,2257000,6.353531559,0.241312741,0
171,1.929778934,145.6,0.899415205,0.51819407,2411000,6.38219721,0.315964523,0
-24.78947368,,-24.78947368,,,103542,5.015116549,-0.004264064,0
96.2962963,,96.2962963,,,135547,5.13208991,0.00452122,0
43.55434783,,43.55434783,,,195689,5.291566414,0.004074921,0
,,,0,0,1229000,6.089551883,0.149051491,0
,,,0,0,1503000,6.176958981,0.207253886,0
,,,0,0,1436000,6.15715444,0.002277904,0
,,,0,0,2267000,6.35545152,0.115089514,0
356,0.302325581,317,0.120786517,3.307692308,56000000,7.748188027,0.529761905,0
110.5,-0.962962963,88.5,0.244343891,-1.038461538,2000000,6.301029996,0.391843972,0
,-0.435897436,,0.09263658,-2.294117647,22000000,7.342422681,0.573569482,0
235.3333333,-0.504672897,190,0.454674221,-1.981481481,159000,5.201397124,0.485891259,0
57.4,-0.709433962,46.3,0.461672474,-1.409574468,77000,4.886490725,0.454833597,0
239,-0.028776978,207.3333333,0.193863319,-34.75,135000,5.130333768,0.509594883,0
199,0.136363636,193,0.110552764,7.333333333,25000000,7.397940009,0.614197531,0
,-0.930232558,,0.704918033,-1.075,3000000,6.477121255,0.194888179,0
2.666666667,0.003157895,2.666666667,59.375,316.6666667,1053000,6.022428371,0.340425532,0
2.129032258,0.003157895,2.129032258,14.39393939,316.6666667,1710000,6.23299611,0.407407407,0
-265.6666667,,1,,,2370000,6.374748346,-1.298045603,0
-4,,1,,,2229000,6.348110068,-0.008247423,0
462,,442,,,2575000,6.410777233,0.24535316,0
546.6666667,,544,,,4044000,6.606811147,0.359806933,0
296.044252,14.7539892,296.044252,0.136645458,0.019874893,4397798,6.643235277,0.182488541,0
1.25,,0.539473684,,,1247000,6.095866453,0.042735043,0
3.490384615,,2.278846154,,,1368000,6.136086097,0.074860796,0
-3.21875,0.173191489,-5.125,-22.81553398,5.773955774,2757000,6.440436766,-0.620481928,0
9483.405941,,2364.09901,0,0,1535458,6.186237942,0.689566695,0
,,,0,0,1804053,6.256249292,0.472761935,0
34.91666667,6.211267606,16.88888889,0.112967383,0.160997732,4388000,6.642266619,0.832174777,0
110.52,6.58781362,42,0.100977199,0.15179543,4148000,6.617838748,0.82428401,0
129.5294118,8.141221374,56.35294118,0.118982743,0.122831692,4511000,6.654272827,0.799274047,0
1103,11.55060729,550.5,0.111967362,0.086575535,4904000,6.690550462,0.737545971,0
33.06060606,3.26580009,12.96969697,2.044912924,0.306203678,10133000,7.005738043,0.496586254,0
,-0.001333333,,83.33333333,,866000,5.937517892,0.155172414,0
6.652777778,0.350936968,3.875,1.225469729,2.835748792,860000,5.934498451,0.515053763,0
4.918918919,,3,,,1414000,6.150449409,0.541666667,0
4.642857143,,3.267857143,,,1583000,6.199480915,0.572687225,0
4.612244898,,2.489795918,,,1978000,6.296226287,0.270983213,0
14.29032258,,13.09677419,,,2039000,6.309417226,0.79390681,0
5.8125,,5.8125,,,1747000,6.242292905,0.176247631,0
3.390243902,0.435143288,2.573170732,4.769784173,2.298093588,1926000,6.284656283,0.172563625,0
2.175545852,0,-0.830567686,24.21678041,1.311191775,160585000,8.205704976,0.219529391,0
,,,,,6223000,6.793999801,0.284288052,0
3.387596899,,3.387596899,,,6148000,6.788733859,0.167529231,0
29.10344828,,29.10344828,,,10908000,7.037745129,0.194739271,0
245,,245,,,7288000,6.862608364,0.245490982,0
4.662921348,,2.988764045,,,1442000,6.15896526,0.504252734,0
6.449438202,,4.730337079,,,1927000,6.284881715,0.335084647,0
2.5625,,0.3625,,,1897000,6.278067331,0.220667384,0
8.839285714,,5.267857143,,,1926000,6.284656283,0.385514019,0
8.6,,4.1,,,2015000,6.30427505,0.237569061,0
,,,0,0,1835000,6.263636069,-0.052188552,0
,,,0,0,1612000,6.207365037,-0.041184041,0
88.38461538,-0.543021033,75.92307692,0.455178416,-1.841549296,239000,5.378397901,0.646959459,0
43.52941176,-0.804494382,36.05882353,0.601351351,-1.24301676,87000000,7.939519253,0.560181681,0
112.2857143,-0.851485149,106.2857143,0.385496183,-1.174418605,45000000,7.653212514,0.600917431,0
200,-0.865979381,199.5,0.2425,-1.154761905,26000000,7.414973348,0.679117148,0
101.1666667,-0.913669065,99.66666667,0.228995058,-1.094488189,12000000,7.079181246,0.592195122,0
765,-0.851485149,745,0.132026144,-1.174418605,15000000,7.176091259,0.608591885,0
7.778258184,-0.00047619,2.242124768,2.501389661,-2250,47258000,7.674475338,0.279732551,0
8.256851997,0.03940133,3.208300705,4.277314112,25.3655793,70151000,7.846033866,0.162623194,0
4.311860941,0.061388551,1.967620995,4.867204174,16.28537424,100490000,8.002122846,0.133765437,0
2.731107468,0.038882817,1.296318378,7.140151722,25.71324686,173618000,8.239594749,0.167299721,0
4.854873717,0.166013667,4.299131807,3.303928143,6.023377297,254965000,8.406480567,0.251754799,0
10.03995006,0.305296521,3.251828072,2.034461932,3.275410399,212311000,8.326972496,0.367605477,0
29.28822816,0.618792208,13.0151699,1.59529285,1.616017461,191674000,8.282563206,0.321512073,0
28.2195122,3.013658537,-3.085365854,0.44295592,0.331822596,4114000,6.614264287,0.59272541,0
86.5,2.795115332,31.75,0.304293972,0.35776699,2797000,6.446692466,0.6434644,0
327,7.897560976,212.1111111,0.069656813,0.126621371,1824000,6.261024834,0.707962473,0
2.012171053,,2.003289474,,,81251000,7.909828715,0.959529412,0
2.890460526,,2.880592105,,,58770000,7.769155691,0.960642834,0
5.878470825,,5.871629779,,,44159000,7.64501923,0.893291751,0
3.249807544,,3.24595843,,,45650000,7.659440782,0.851623966,0
3.00578428,,2.386526029,,,27989000,7.446987382,0.816828479,0
1.705804749,0.37668517,1.705804749,1.219064192,-1.69261745,23602000,7.372948806,0.533801218,0
1.81532285,0.743035191,1.81532285,1.005528935,-2.666666667,24436000,7.388030116,0.494576611,0
2.918164313,1.767287234,2.803273427,0.496205873,2.407684098,30301000,7.481456961,0.657103628,0
2.017857143,1.452398203,1.718984962,1.071417482,0.27689283,37352000,7.572313861,0.616954023,0
2.745696164,1.832175453,2.48474781,0.807501925,0.258941799,42108000,7.624364614,0.835569853,0
1.647301587,1.684454756,-0.586349206,1.079784159,0.230216123,35306000,7.547848517,0.944141194,0
1.378782485,1.390661479,0.775364899,1.658920733,0.269561569,35289000,7.547639352,0.837043441,0
4.550517104,1.072458778,3.041169451,6.72736014,0.932436771,357985000,8.55386483,0.72515213,0
10.67870587,0.678547511,-5.080577882,1.536456398,1.578922634,299360000,8.47619377,1.143864429,0
5.332072617,0.325183621,-4.176815431,2.981717265,3.275700844,247127000,8.392920197,0.817737562,0
24.8,,1,,,849000,5.92890769,0.262341326,0
42.22222222,,1,,,890000,5.949390007,0.218642117,0
20.5,,1,,,1354000,6.131618664,0.13275769,0
17.21212121,,1,,,1353000,6.131297797,0.180546726,0
5.089552239,,0.955223881,,,1650000,6.217483944,0.108702582,0
15.3,0.905940594,15.3,1.508870215,1.87037037,2976000,6.473632927,0.316022425,0
6.725938332,0.975696179,6.053712642,1.523848452,1.948447616,2325454,6.366507753,0.178175203,0
97.33333333,0.117647059,69,0.523972603,8.5,171000,5.23299611,0.580516899,0
40.71428571,-0.455497382,27.42857143,0.670175439,-2.195402299,104000,5.017033339,0.629139073,0
50.75,-0.674242424,35.5,0.650246305,-1.483146067,43000000,7.633468456,0.390384615,0
-53,,-13,0,0,4283000,6.631748074,-0.120317821,0
,0.7960199,,1.13559322,1.25625,7428000,6.870871895,0.07446361,0
230,,254,0,0,9530000,6.979092901,0.068656716,0
9.75,,11.20833333,0,0,12227000,7.087319912,0.101123596,0
30.88235294,,48.88235294,0,0,24116000,7.382305275,0.173181593,0
17.62831858,,18.7699115,0,0,25283000,7.402828605,0.269772481,0
372,,364.8,0,0,34213000,7.534191157,0.220928851,0
,,,0,0,41829000,7.621477482,0.210771019,0
,,,0,0,27065000,7.432408031,0.105484426,0
282,-0.136986301,270.3333333,0.172576832,-7.3,126000,5.100370545,0.67571885,0
110.5,-0.373737374,87,0.2239819,-2.675675676,62000000,7.792391689,0.584656085,0
618,1.083333333,591,0.038834951,0.923076923,50000000,7.698970004,0.637770898,0
0.716374269,-0.101897983,-0.771929825,34.40816327,-9.813736903,9369000,6.971693239,0.503080082,0
1.233995585,-0.128833669,0.355408389,15.98211091,-7.761946134,9808000,6.991580457,0.532888465,0
1.770623742,-0.121279431,1.118712274,10.23181818,-8.245421245,10054000,7.002338881,0.64,0
1.822580645,-0.104132425,1.26686217,6.852775543,-9.603156708,10320000,7.013679697,0.682591982,0
1.800287356,-0.085149701,1.254310345,6.664006385,-11.7440225,10289000,7.012373167,0.626186907,0
2.302325581,-0.039965779,1.686940966,6.357420357,-25.02140673,10508000,7.021520064,0.612857143,0
3.606340489,0.246117647,2.697453819,15.29729356,4.063097514,287585000,8.45876623,0.743081987,0
8.47452007,0.99367956,4.864397906,2.554459523,1.006360642,276723,5.442045257,0.515849746,0
,,,1.982478187,1.015840892,363073,5.559993954,0.622503185,0
14.44566085,1.021729425,9.803056221,1.839019846,0.978732701,534674,5.728089066,0.649117593,0
9.829675373,0.476095655,6.913961445,2.052886942,2.100418246,982109,5.992159691,0.690688613,0
6.069673045,0.589513602,3.516637673,2.819655928,1.696313702,1436220,6.15722097,0.659751228,0
4.705560414,0.429628569,2.302189187,2.707030737,2.327591954,1843775,6.265707922,0.609948718,0
0.263345196,-31.79623945,-1.401542112,5.869369369,0.009372752,320764000,8.506185621,0.035132141,0
34.21553885,-35.54887821,18.53383459,0.182830355,0.008758632,318803000,8.5035224,0.438858172,0
12.20046083,-1.586284003,6.950230415,1.841208687,0.139461962,440506000,8.643951828,0.446413516,0
12.44209333,-2.795852878,-44.17249197,1.731884718,1.018120955,286633000,8.457326189,0.609597156,0
4.324873096,-3.60456043,0.836379019,3.610015649,0.7166312,260419000,8.415672667,0.4129174,0
11.55001292,-3.56412508,6.280434221,1.962270907,0.58503129,272261000,8.434985435,0.524692373,0
245.4199796,,154.9266055,0,0,805508,5.906069858,0.529980739,0
,,,0,0,1105446,6.043537533,0.550641623,0
138.5755744,2.236781851,93.9587148,0.439347855,0.135795562,4180335,6.621211086,0.632633941,0
469.6939203,2.518560091,261.9402516,0.495066817,0.14907449,4829750,6.683924651,0.643393233,0
63.1572231,2.973901745,34.96141165,0.470963052,0.149467966,5362794,6.729391115,0.672185745,0
151.1636199,0.891369246,-129.102049,0.392843118,0.251652255,4164933,6.619608019,0.712582534,0
39.40417863,0.453254004,-25.15908119,0.608974786,0.19272452,3444537,6.537130854,0.597280136,0
141.414971,1.75686,106.7042792,0.305214636,0.13987361,4149694,6.618016073,0.702536395,0
,,,0,0,15155000,7.180555941,0.422172304,0
8.877952756,0.398532819,5.045275591,2.871396896,1.985282845,22159000,7.345550157,0.419691048,0
11.86654479,0.372678949,8.26142596,2.11569866,2.148130768,24440000,7.388101202,0.510298742,0
2.8004158,-0.184430923,1.915948916,5.926397285,-8.532600397,70294000,7.846918257,0.512947449,0
2.078996283,0.018488329,1.427741636,6.032632991,11.35226078,69269000,7.840538918,0.477812784,0
8.757700205,0.538459994,6.602874743,2.334912075,2.102525125,80324000,7.904845327,0.652240404,0
,,,1.732209633,0.855084435,1179371,6.071650445,0.75516232,0
,,,1.416785446,0.82706606,1434277,6.156633034,0.815716942,0
,,,1.876354722,0.928138175,1820895,6.260284903,0.776543961,0
,,,1.941488944,0.967991725,2059002,6.313656768,0.773024395,0
0.789318024,-1.506966342,-5.860473208,6.011461318,-0.81257262,97044000,7.986968689,0.323840114,0
,,,0,0,141990000,8.152257759,0.685907868,0
,,,0,0,148251000,8.170997632,0.687260517,0
,,,0,0,148872000,8.172813023,0.669978864,0
167.8228663,,155.7359098,0,0,302528000,8.480765576,0.681912165,0
96.36982759,0.878134328,85.14913793,0.599343406,0.474259059,256638000,8.409320962,0.694074332,0
72.88007737,1.672902778,63.62798195,0.63695958,0.400073347,276461000,8.441633875,0.663947137,0
8.71024735,0.284377213,4.782685512,4.009330629,0.669647999,76836000,7.885564748,0.086187304,0
,,,2.696470961,0.991619624,82455000,7.916216996,0.120250816,0
34.27289377,1.075056659,27.31684982,0.801688666,0.351145753,92861000,7.967833356,0.136675042,0
20.00201207,2.238574624,11.44466801,1.259028267,0.237355635,106999000,8.029379719,0.054214568,0
33.76632935,1.521780792,27.06531739,0.739265475,0.32831595,164781000,8.216907134,0.194692425,0
30.55147646,2.32904505,23.92897047,0.566521251,0.243720711,177757000,8.249826712,0.204233956,0
44.25775401,1.11608086,34.61925134,0.663468742,0.497688752,142865000,8.154925846,0.171818038,0
16.73622964,1.13977594,9.525213344,1.328188013,0.454398401,152588000,8.183520381,0.144454637,0
22.38246703,1.659082242,15.21799845,0.818030571,0.337557389,1.55E+11,11.19126373,0.159667726,0
,,,3.548755884,2.715903242,7606000,6.881156321,0.408965897,0
,,,1.536579515,1.377634409,11587000,7.063971007,0.585287098,0
,,,1.102638087,0.943784547,18493000,7.26700737,0.673951292,0
,,,0,0,5244000,6.719662683,0.590342679,0
,,,2.054892601,0.52238806,13470000,7.129367596,0.770503862,0
6.871527778,0.333917616,4.895833333,2.882769075,0.708519622,15416000,7.187971702,0.572958888,0
18.44066852,0.826480994,12.38933546,1.146706832,0.5980557,1011546,6.004985637,0.588042565,0
19.20502765,1.166594595,13.50707214,0.867047185,0.487765375,1142411,6.057822376,0.600123354,0
23.52499842,1.298832728,17.3599014,0.82887189,0.506598988,1379070,6.139586311,0.594364074,0
23.33538548,1.318347389,16.55447614,0.927617614,0.496424945,1671134,6.223011275,0.615898917,0
5.735294118,9.453271028,5.588235294,2.194871795,0.10578349,4496000,6.652826303,0.395537525,1
1.25,9.154362416,1.071428571,12.77142857,0.109237537,4551000,6.658106836,0.195530726,1
,3127.676471,,0.000910857,0.000319726,415463,5.618532353,0.232583136,0
6.486775651,1.129839331,4.594763424,3.790632395,0.885081598,1891234,6.276745267,0.346208616,0
5.328100025,1.18964122,3.633182965,2.912144505,0.840589569,2270685,6.356156891,0.381005842,0
4.003414874,1.255880246,2.247447053,3.577864079,0.796254263,2288750,6.359598357,0.36529456,0
3.233438441,2.00301684,-0.647709276,2.992617663,0.499193642,2476713000,9.393875684,0.366430111,0
462,,308.2,0,0,4790000,6.680335513,0.5046974,0
443.1818182,,385,0,0,4518000,6.654946227,0.646208908,0
481.9090909,,436.5454545,0,0,4514000,6.654561555,0.652430769,0
3175.4,,3142.7,0,0,3801000,6.57989787,4.059056628,0
357.6666667,,327,0,0,3529000,6.547651658,0.689588689,0
794.4,,715,0,0,4483000,6.651568739,0.693920335,0
768.7142857,,708,0,0,3561000,6.551571974,0.794243542,0
505.8,,423.8,0,0,3749000,6.57391544,0.657566303,0
,,,3.651434879,0.690603929,86847000,7.938754821,0.401311127,0
,,,3.752176166,0.389344989,272704000,8.435691508,0.518454843,0
,,,4.579166828,1.070331148,512983000,8.710102973,0.541482434,0
,,,0.497128975,0.110712178,25941000,7.413986714,0.449786431,0
13.05045872,11.02591171,10.91284404,0.732513181,0.1136438,23625000,7.373371817,0.282746969,0
,,,0.77211329,0.092315707,25350000,7.403977964,0.271726261,0
,,,0.420289855,0.071677813,25566000,7.407662785,0.320696254,0
25.84444444,18.78638498,23.55,0.27472055,0.06127733,25986000,7.414739434,0.388898178,0
29.60843373,23.37678208,26.52409639,0.199796541,0.046690757,29529000,7.47024874,0.348087819,0
31.93377483,36.91654247,23.77483444,0.139153878,0.029943326,44193000,7.645353484,0.222550422,0
381.4592593,200.0523256,371.8222222,0.006680001,0.005235204,89273000,7.950720129,2.03135971,0
52.6637931,,47.30172414,0,0,16951000,7.229195324,0.450051569,0
251.6,,158.2,0,0,16708000,7.222924467,0.192856048,0
307.5714286,,249.7142857,0,0,17603000,7.245586689,0.279973992,0
-2.169568823,-0.246118672,-4.242537313,-8.77603669,1.655850009,106562000,8.027602363,-0.124675387,0
4.25921522,-3.857851852,-45.65279429,3.768844221,0.176574456,115414000,8.062258493,0.387788243,0
-1.352816153,-2.7705,-20.38150903,-17.282011,0.251072765,156595000,8.194777891,-0.257692308,0
3.253318584,-1.196579489,-0.63679941,1.843987306,0.227506476,573600000,8.758609143,0.721231071,0
6.246173212,-0.048297104,1.984239678,2.054510718,0.59730246,916734000,8.962243339,0.768352658,0
,,,0.925809537,0.489483379,156115000,8.193444633,0.727305851,0
,,,0.923168348,0.631855815,218740000,8.339928208,0.70212983,0
18.98801826,1.875016416,5.228223659,0.686395096,0.535805597,311534000,8.493505451,0.708947858,0
7.607942316,2.288857183,-1.423052088,1.417764135,0.436775498,548940000,8.739524878,0.562882691,0
9.219242753,0.401585018,5.466575394,2.064450385,1.132911624,941476,5.973809254,0.746356733,0
11.60127269,0.915135802,7.503847672,1.033246733,0.416910436,1016663,6.007177018,0.781677618,0
13.65886471,0.639482815,7.313245106,1.223144864,0.671366599,1878125,6.273724494,0.731839243,0
12.65143009,0.474625879,5.713957315,1.458568989,0.988264018,2354387,6.371877851,0.760956987,0
25.53785128,2.923361905,11.69174297,0.324561417,0.197724288,1577890,6.198076724,1.14772177,0
12.35067761,1.226403673,-0.968979237,2.369904315,0.441638816,1858961,6.269270279,0.683046658,0
8.645334652,1.095070782,1.124892845,2.014537799,0.493904708,1936590000,9.287037685,0.715076958,0
,,,1.974485595,0.716528709,2169639,6.336387479,0.666147433,0
59.54375272,4.918356259,39.26094906,0.417155558,0.200605594,2556392,6.40762745,0.692200322,0
,,,1.854267875,0.941024685,3791483,6.578809113,0.690137494,0
40.30055866,5.244662461,30.50565472,0.314506951,0.18129034,5197067,6.715758316,0.756486122,0
52.7734375,4.016358729,31.97991071,0.664670943,0.273437113,5965928,6.775678008,0.80087618,0
48.46373661,4.954744702,29.94599125,0.46827077,0.248429681,7449428,6.872122927,0.78754508,0
21.93368898,5.267651748,-54.05226933,0.901051899,0.241232628,5630566,6.750552054,0.658361888,0
26.59641671,5.769595683,9.287435323,0.6726733,0.211796679,6188238000,9.791567008,0.705796641,0
10.31701989,0.533775916,6.4649986,1.728419193,1.052010055,2648193,6.422949633,0.683743084,0
12.5925136,0.60913738,8.110445514,1.559129876,0.854233162,3611134,6.557643604,0.67570283,0
14.41512476,0.606811368,9.960100789,1.512983516,0.785855666,6110372,6.786067651,0.694361729,0
17.26143791,0.743325828,12.82352941,1.177205604,0.738655263,9857000,6.993744757,0.751779106,0
20.05,0.99739206,14.71666667,0.95622056,0.588405797,12885000,7.110084423,0.777634131,0
17.044,0.781329114,11.828,1.483219901,0.795869538,18922000,7.276967038,0.764716439,0
11.92946058,0.550882181,7.545643154,2.079826087,0.689398743,38254000,7.582676854,0.746268657,0
13.64503817,0.793077143,7.622137405,1.466713287,0.605275309,36255000,7.559367909,0.780738152,0
1.6,-0.1968,3.458823529,9.191176471,7.530120482,3039000,6.4827307,0.494545455,0
1.188481675,-0.118,3.528795812,11.01321586,4.725897921,3029000,6.481299273,0.519450801,0
-1.566176471,-0.251887167,-1.191176471,-11.81690141,8.590443686,2848000,6.454539985,-1.014285714,0
0.734939759,-0.255230126,1.987951807,39.18032787,11.1682243,2642000,6.421932813,0.222627737,0
1.041666667,-0.230396476,1.90625,22.7,7.541528239,2720000,6.434568904,0.347222222,0
-31.28172867,2.427136842,-31.28172867,-1.661332914,0.412008084,325578,5.512655051,-0.822090917,0
0.006922893,2.3810713,0.006922893,3258.689655,0.419979024,319518,5.504495329,0.000424442,0
19,,17,,,264000,5.421603927,1.357142857,0
-30.75,,-31,,,215000,5.33243846,-3,0
6.283687943,0.609212121,2.570921986,2.327878104,1.640159046,8331000,6.920697134,0.087892466,1
,,,0,0,2479848,6.394425062,0.431107375,0
,,,0,0,2730015,6.436165033,0.367280784,0
,,,0,0,2842649,6.453723238,0.71276069,0
,,,0,0,3443171,6.536958592,0.787286401,0
17.24494758,0.721907499,10.97454307,1.223455131,0.657099799,8878033,6.948316755,0.791861391,0
3.442984152,-1.33794269,-48.60919985,6.742898844,4.464191474,160928000,8.206631614,0.427614681,1
8.110301424,0.437768529,4.919509771,3.032346334,2.284312217,120872000,8.082325708,0.62719332,0
,,,2.292185304,1.751332592,152661000,8.183728103,0.71518567,0
,,,2.903141995,1.75132493,223779000,8.349819329,0.660803143,0
6.56529517,0.397568862,4.16005472,2.676711011,2.515287526,315265000,8.498675759,0.684934515,0
25.78457178,0.958846154,14.08888439,1.020808795,1.038753496,359160,5.555287963,0.750977421,0
16.37802575,0.904501171,9.967982833,1.118949288,1.102726601,553272,5.742938692,0.783673,0
6.413851547,0.625720548,3.103424367,2.192060537,1.594666387,786969,5.895957625,0.698462636,0
13.50737874,0.963664212,6.710474716,1.296925199,1.036122369,937122000,8.971796134,0.742191022,0
10.616111,0.767374026,-6.488533436,3.49447238,1.300943776,944360000,8.975137584,0.555094267,0
,,,2.437815509,1.377225962,1523697,6.182898612,0.509461584,0
,,,2.156069148,1.155006966,1645961,6.216419541,0.400861672,0
16.48424048,1.710043937,10.36702904,0.919728415,0.52682191,1928798,6.285286747,0.381231117,0
20.49143042,1.7928052,14.2306496,0.839251946,0.607423428,2604093,6.41565649,0.345956129,0
9.569832402,0.670567376,3.288407821,2.74372446,1.491274458,201071000,8.303349438,0.686435584,1
3.053693182,-0.226317621,1.965767045,9.625360499,-4.418568897,279543,5.446448622,0.593064636,0
2.665568369,1.050905362,1.583431396,6.314527047,0.95156047,916308,5.962041478,0.638486184,0
2.6878769,1.404463617,1.475849017,6.310817607,0.712015596,3796569,6.579391297,0.610484131,0
4.087619717,1.669532792,1.580799787,3.839765188,0.598969966,4722020,6.674127822,0.618260258,0
5.002814197,1.543275528,3.17603912,2.605696077,0.647972434,4340256,6.637515346,0.706923937,0
2.966911869,1.193069284,1.859121988,3.747926312,0.83817429,5474174000,9.738318598,0.695453747,0
11.4468448,1.790485243,6.859768808,0.714063405,0.149248102,458683,5.661512644,0.212053767,0
6.171911973,0.090500745,2.881211548,10.22554395,0.975774638,2389328,6.378275773,0.259262297,0
3.045458036,0.092929418,1.107419892,2.991602266,0.48144215,3630566,6.559974336,0.526800423,0
4.642528243,-0.571838021,-10.51701388,3.479923877,2.993387699,3655058,6.562894273,0.58398163,0
3.291469806,-1.218601998,-7.560887472,4.396521567,-13.16422756,2780317,6.444094315,0.624648321,0
2.890202083,-0.928000045,-0.119127828,4.473342288,2.085232332,5094165000,9.707073008,0.596483857,0
-151.5625,,-153.3125,0,0,63850,4.805160902,-186.5384615,1
2.605443341,-0.751699463,-4.427422116,3.672557651,0.912340259,126858000,8.10331786,0.5046918,1
3.060926717,1.055339623,0.482287217,4.552091385,0.947562262,600510000,8.778520244,0.285875637,0
7.701691638,1.504234568,-37.50391493,1.016642819,0.664789935,258564000,8.412568058,0.356389141,0
5.684663537,0.099261854,-0.802973396,2.200412939,10.0743635,193051000,8.285672056,0.344891429,0
5.9989635,0.901753042,0.76441845,6.283198401,1.108951069,1144803000,9.058730759,0.429237387,0
4.030371068,-0.660948162,-10.27507786,5.53042374,1.21100749,1894963,6.277600735,0.576534823,1
76.45588235,3.376811594,41.67647059,0.318522793,0.296137339,7444000,6.871806364,0.709180194,0
727.6363636,38.65306122,530.1818182,0.024487756,0.025871172,8241000,6.915979914,0.732564525,0
614.3333333,,488.6666667,0,0,5598000,6.748032894,0.66937046,0
778.4285714,,591,0,0,6441000,6.808953299,0.654534535,0
1881,,1748.428571,0,0,4653000,6.667733053,1.348801475,0
422.6,,254,0,0,4025000,6.604765885,0.568622174,0
432,,271.1666667,0,0,4783000,6.679700381,0.578442312,0
31.12371558,2.334494335,11.05630908,0.629390946,0.430782024,218740000,8.339928208,0.70212983,0
18.98801826,1.875016416,5.228223659,0.686395096,0.535805597,311534000,8.493505451,0.708947858,0
7.607942316,2.185581449,-1.423052088,1.484758038,0.457414541,548940000,8.739524878,0.562882691,0
8.751711547,3.227562941,0.121862163,1.043481095,0.311627581,558545000,8.747058168,0.610518105,0
19.0395241,0.837849008,12.63087316,1.063468443,0.512501244,864056,5.93654189,0.611198322,0
18.44066852,0.847861004,12.38933546,1.117791003,0.582974883,1011546,6.004985637,0.588042565,0
19.20502765,1.166594595,13.50707214,0.867047185,0.487765375,1142411,6.057822376,0.600123354,0
20.45548933,1.025957513,14.91834904,1.06206782,0.600106929,1274488,6.105335751,0.605544952,0
2.815418768,0.016782152,-1.657267719,5.249445782,6.221081213,1712836,6.233715782,0.541827064,1
,,,0,0,3168000,6.500785173,-75.9,0
0.545673077,-0.115714286,-2.466346154,61.67400881,0.64871878,44734000,7.650637733,0.0621237,0
2.805066221,0.042324264,0.720843513,7.511070364,1.055406694,349903000,8.543947666,0.654221023,0
3.89726997,0.139395455,1.964745534,3.805175038,0.966018117,490895000,8.690988609,0.749406992,0
7.815470172,-0.663309524,-14.14408493,2.716863963,0.353550234,204283000,8.310232227,0.630722154,0
6.955748175,-0.690751163,-7.236313869,4.03213747,0.327034992,303555000,8.482237391,0.484185456,0
7.151022203,-0.281366735,-2.022862168,4.707162619,0.467268843,562847000,8.750390356,0.590917348,0
,,,0,0,4261596,6.629572276,0.559225379,0
3.519644811,2.025729455,1.329374632,2.589861994,0.493649336,3448501,6.537630356,0.830303355,0
6.866107642,0.637767248,-15.55749034,2.630467998,1.567970138,2700406,6.431429064,0.677467471,0
10.33081058,0.507305936,7.508417032,1.499414612,1.97119712,404334,5.606740262,0.915959061,0
6.882463637,-0.131425051,4.632140197,2.77412262,-7.608899444,600401,5.778441407,0.652191358,0
7.634038625,-0.001432727,5.857378113,0.898819115,-697.9695431,766568,5.884550686,0.85261128,0
9.129304494,-0.202919355,6.306087521,1.20239315,-4.928066131,978842,5.990712596,0.799205917,0
7.18362099,0.407261733,3.93730387,1.680611087,2.455423428,1308216,6.116679456,0.620916338,0
